UTM33 X260151 Y6671132 fsw from 20160811 00:00 to 20170917 00:00
20160811/0000;0.0
20160812/0000;0.0
20160813/0000;0.0
20160814/0000;0.0
20160815/0000;0.0
20160816/0000;0.0
20160817/0000;0.0
20160818/0000;0.0
20160819/0000;0.0
20160820/0000;0.0
20160821/0000;0.0
20160822/0000;0.0
20160823/0000;0.0
20160824/0000;0.0
20160825/0000;0.0
20160826/0000;0.0
20160827/0000;0.0
20160828/0000;0.0
20160829/0000;0.0
20160830/0000;0.0
20160831/0000;0.0
20160901/0000;0.0
20160902/0000;0.0
20160903/0000;0.0
20160904/0000;0.0
20160905/0000;0.0
20160906/0000;0.0
20160907/0000;0.0
20160908/0000;0.0
20160909/0000;0.0
20160910/0000;0.0
20160911/0000;0.0
20160912/0000;0.0
20160913/0000;0.0
20160914/0000;0.0
20160915/0000;0.0
20160916/0000;0.0
20160917/0000;0.0
20160918/0000;0.0
20160919/0000;0.0
20160920/0000;0.0
20160921/0000;0.0
20160922/0000;0.0
20160923/0000;0.0
20160924/0000;0.0
20160925/0000;0.0
20160926/0000;0.0
20160927/0000;0.0
20160928/0000;0.0
20160929/0000;0.0
20160930/0000;0.0
20161001/0000;0.0
20161002/0000;0.0
20161003/0000;0.0
20161004/0000;0.0
20161005/0000;0.0
20161006/0000;0.0
20161007/0000;0.0
20161008/0000;0.0
20161009/0000;0.0
20161010/0000;0.0
20161011/0000;0.0
20161012/0000;0.0
20161013/0000;0.0
20161014/0000;0.0
20161015/0000;0.0
20161016/0000;0.0
20161017/0000;0.0
20161018/0000;0.0
20161019/0000;0.0
20161020/0000;0.0
20161021/0000;0.0
20161022/0000;0.0
20161023/0000;0.0
20161024/0000;0.0
20161025/0000;0.0
20161026/0000;0.0
20161027/0000;0.0
20161028/0000;0.0
20161029/0000;0.0
20161030/0000;0.0
20161031/0000;0.0
20161101/0000;0.0
20161102/0000;0.0
20161103/0000;0.0
20161104/0000;0.08
20161105/0000;0.05
20161106/0000;0.0
20161107/0000;0.0
20161108/0000;0.03
20161109/0000;0.03
20161110/0000;0.0
20161111/0000;0.0
20161112/0000;0.0
20161113/0000;0.0
